tp,pp,max_input_length,max_output_length,model,exp_id,elapsed_time,total_prompt_tokens,total_output_tokens,requests_per_sec,input_tokens_per_sec,output_tokens_per_sec,total_tokens_per_sec,status,timeseries_file,instance_type,price_per_hour,num_nodes,gpus_per_node,total_gpus,cost_for_run_usd,tokens_per_dollar,input_tokens_per_dollar,output_tokens_per_dollar,benchmark_num_requests,benchmark_target_concurrency,num_preemptions,gpu_monitor_type,gpu_monitor_num_nodes,gpu_monitor_num_nodes_reported,gpu0_mem_gb_avg,gpu0_mem_gb_max,gpu0_mem_gb_min,gpu0_mem_pct_avg,gpu0_mem_pct_max,gpu0_mem_pct_min,gpu0_sm_pct_avg,gpu0_sm_pct_max,gpu0_sm_pct_min,gpu0_membw_pct_avg,gpu0_membw_pct_max,gpu0_membw_pct_min,gpu1_mem_gb_avg,gpu1_mem_gb_max,gpu1_mem_gb_min,gpu1_mem_pct_avg,gpu1_mem_pct_max,gpu1_mem_pct_min,gpu1_sm_pct_avg,gpu1_sm_pct_max,gpu1_sm_pct_min,gpu1_membw_pct_avg,gpu1_membw_pct_max,gpu1_membw_pct_min,gpu2_mem_gb_avg,gpu2_mem_gb_max,gpu2_mem_gb_min,gpu2_mem_pct_avg,gpu2_mem_pct_max,gpu2_mem_pct_min,gpu2_sm_pct_avg,gpu2_sm_pct_max,gpu2_sm_pct_min,gpu2_membw_pct_avg,gpu2_membw_pct_max,gpu2_membw_pct_min,gpu3_mem_gb_avg,gpu3_mem_gb_max,gpu3_mem_gb_min,gpu3_mem_pct_avg,gpu3_mem_pct_max,gpu3_mem_pct_min,gpu3_sm_pct_avg,gpu3_sm_pct_max,gpu3_sm_pct_min,gpu3_membw_pct_avg,gpu3_membw_pct_max,gpu3_membw_pct_min,gpu4_mem_gb_avg,gpu4_mem_gb_max,gpu4_mem_gb_min,gpu4_mem_pct_avg,gpu4_mem_pct_max,gpu4_mem_pct_min,gpu4_sm_pct_avg,gpu4_sm_pct_max,gpu4_sm_pct_min,gpu4_membw_pct_avg,gpu4_membw_pct_max,gpu4_membw_pct_min,gpu5_mem_gb_avg,gpu5_mem_gb_max,gpu5_mem_gb_min,gpu5_mem_pct_avg,gpu5_mem_pct_max,gpu5_mem_pct_min,gpu5_sm_pct_avg,gpu5_sm_pct_max,gpu5_sm_pct_min,gpu5_membw_pct_avg,gpu5_membw_pct_max,gpu5_membw_pct_min,gpu6_mem_gb_avg,gpu6_mem_gb_max,gpu6_mem_gb_min,gpu6_mem_pct_avg,gpu6_mem_pct_max,gpu6_mem_pct_min,gpu6_sm_pct_avg,gpu6_sm_pct_max,gpu6_sm_pct_min,gpu6_membw_pct_avg,gpu6_membw_pct_max,gpu6_membw_pct_min,gpu7_mem_gb_avg,gpu7_mem_gb_max,gpu7_mem_gb_min,gpu7_mem_pct_avg,gpu7_mem_pct_max,gpu7_mem_pct_min,gpu7_sm_pct_avg,gpu7_sm_pct_max,gpu7_sm_pct_min,gpu7_membw_pct_avg,gpu7_membw_pct_max,gpu7_membw_pct_min,avg_sm_util_pct,max_sm_util_pct,avg_mem_bw_util_pct,max_mem_bw_util_pct,avg_mem_util_pct,max_mem_util_pct,gpu_samples,swapped_avg,swapped_max,waiting_avg,waiting_max,running_avg,running_max,kv_cache_util_pct_avg,kv_cache_util_pct_max,scheduler_samples,scheduler_active_samples,data_source,data_source_type,precision,cloud,region,task_type,request_pattern,is_lmcache,is_continuous_batching,kv_offload_target,cuda_graphs,spec_decode,model_name,price_per_instance_hour_usd,gpu_model,gpu_mem_gb,interconnect,gpu_bandwidth_gbps,gpu_tflops_fp16,gpu_generation,runtime_stack,model_architecture,params_billion,model_config_json,vocab_size,is_moe,num_experts_active,tokens_per_sec_total,tokens_per_sec_prefill,tokens_per_sec_decode,total_cost_usd,max_num_seqs,batch_size,gpu_count_total,tokens_per_sec_per_gpu,input_len_tokens_min,input_len_tokens_max,input_len_tokens_avg,input_len_tokens_fixed,output_len_tokens_min,output_len_tokens_max,output_len_tokens_avg,output_len_tokens_fixed,prefill_decode_ratio,num_requests,model_size_gb,params_per_gpu,model_fits_single_gpu,vram_headroom_gb,attention_heads_per_kv_head,bandwidth_per_param,flops_per_param,kv_heads_per_tp,crosses_node_boundary,price_per_gpu_hour_usd,cost_per_1m_tokens_total_usd,cost_per_1m_tokens_prefill_usd,cost_per_1m_tokens_decode_usd,dp,ttft_ms_p50,ttft_ms_p95,ttft_ms_p99,tpot_ms_p50,tpot_ms_p95,tpot_ms_p99,e2e_ms_p50,e2e_ms_p95,e2e_ms_p99
4,2,128,128,Qwen/Qwen2.5-72B-Instruct,tp4_pp2_in128_out128,59.394,14848.0,14848.0,1.953,249.99,249.99,499.98,success,results/aws_g6e_L40S/tp4-pp2-g6e_48xlarge-20260308_150628-success/timeseries_tp4_pp2_in128_out128.json,g6e.48xlarge,13.35,1,8,8,0.2203,134826.92,67413.46,67413.46,116,29,0,local,1,1,38.99,39.03,38.91,86.64,86.7,86.5,42.65,100,0,27.62,74,0,38.99,39.03,38.91,86.64,86.7,86.5,44.2,100,0,28.03,74,0,38.99,39.03,38.91,86.64,86.7,86.5,43.41,100,0,28.25,74,0,38.99,39.03,38.91,86.64,86.7,86.5,43.31,100,0,28.21,74,0,39.07,39.08,39.07,86.9,86.9,86.9,58.72,100,0,29.6,77,0,39.07,39.08,39.07,86.9,86.9,86.9,58.82,100,0,29.67,77,0,39.07,39.08,39.07,86.9,86.9,86.9,58.51,100,0,29.44,77,0,39.07,39.08,39.07,86.9,86.9,86.9,58.64,100,0,29.55,77,0,51.03,100,28.8,77,86.77,86.9,174,0.0,0,0.13,5.0,25.53,29.0,0.97,1.5,173,116,our_experiment,measured,bf16,aws,,batched,offline_batch,False,True,,,,Qwen/Qwen2.5-72B-Instruct,13.35,L40S,48,PCIe,864,362,Ada Lovelace,vllm 0.10.0,Qwen2ForCausalLM,72.71,"{""vocab_size"": 152064, ""max_position_embeddings"": 32768, ""hidden_size"": 8192, ""intermediate_size"": 29568, ""num_hidden_layers"": 80, ""num_attention_heads"": 64, ""use_sliding_window"": false, ""sliding_window"": null, ""max_window_layers"": 70, ""num_key_value_heads"": 8, ""hidden_act"": ""silu"", ""initializer_range"": 0.02, ""rms_norm_eps"": 1e-06, ""use_cache"": true, ""rope_theta"": 1000000.0, ""rope_scaling"": null, ""attention_dropout"": 0.0, ""layer_types"": [""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention""], ""return_dict"": true, ""output_hidden_states"": false, ""torchscript"": false, ""dtype"": ""bfloat16"", ""pruned_heads"": {}, ""tie_word_embeddings"": false, ""chunk_size_feed_forward"": 0, ""is_encoder_decoder"": false, ""is_decoder"": false, ""cross_attention_hidden_size"": null, ""add_cross_attention"": false, ""tie_encoder_decoder"": false, ""architectures"": [""Qwen2ForCausalLM""], ""finetuning_task"": null, ""id2label"": {""0"": ""LABEL_0"", ""1"": ""LABEL_1""}, ""label2id"": {""LABEL_0"": 0, ""LABEL_1"": 1}, ""task_specific_params"": null, ""problem_type"": null, ""tokenizer_class"": null, ""prefix"": null, ""bos_token_id"": 151643, ""pad_token_id"": null, ""eos_token_id"": 151645, ""sep_token_id"": null, ""decoder_start_token_id"": null, ""max_length"": 20, ""min_length"": 0, ""do_sample"": false, ""early_stopping"": false, ""num_beams"": 1, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 1.0, ""typical_p"": 1.0, ""repetition_penalty"": 1.0, ""length_penalty"": 1.0, ""no_repeat_ngram_size"": 0, ""encoder_no_repeat_ngram_size"": 0, ""bad_words_ids"": null, ""num_return_sequences"": 1, ""output_scores"": false, ""return_dict_in_generate"": false, ""forced_bos_token_id"": null, ""forced_eos_token_id"": null, ""remove_invalid_values"": false, ""exponential_decay_length_penalty"": null, ""suppress_tokens"": null, ""begin_suppress_tokens"": null, ""num_beam_groups"": 1, ""diversity_penalty"": 0.0, ""_name_or_path"": ""/models/Qwen/Qwen2.5-72B-Instruct"", ""transformers_version"": ""4.57.3"", ""model_type"": ""qwen2"", ""tf_legacy_loss"": false, ""use_bfloat16"": false, ""output_attentions"": false}",152064,False,,499.98,249.99,249.99,0.220253,256,256,8,62.4975,128,128,128,128,128,128,128,128,1.0,116,145.42,9.0887,False,238.58,8.0,47.5313,19.9147,2.0,False,1.6687,7.417,14.8339,14.8339,,2898.551,4789.855,4957.971,87.607,98.963,99.972,15000.0,19500.0,19900.0
4,2,128,2048,Qwen/Qwen2.5-72B-Instruct,tp4_pp2_in128_out2048,748.564,14848.0,237568.0,0.155,19.84,317.36,337.2,success,results/aws_g6e_L40S/tp4-pp2-g6e_48xlarge-20260308_150628-success/timeseries_tp4_pp2_in128_out2048.json,g6e.48xlarge,13.35,1,8,8,2.7759,90930.42,5348.85,85581.57,116,29,0,local,1,1,39.03,39.03,39.03,86.7,86.7,86.7,83.07,100,0,68.2,75,0,39.03,39.03,39.03,86.7,86.7,86.7,83.0,100,0,68.31,75,0,39.03,39.03,39.03,86.7,86.7,86.7,83.17,100,0,68.29,75,0,39.03,39.03,39.03,86.7,86.7,86.7,82.99,100,0,68.29,75,0,39.08,39.08,39.08,86.9,86.9,86.9,88.43,100,0,71.33,78,0,39.08,39.08,39.08,86.9,86.9,86.9,88.57,100,0,71.36,78,0,39.08,39.08,39.08,86.9,86.9,86.9,88.7,100,0,71.45,78,0,39.08,39.08,39.08,86.9,86.9,86.9,88.56,100,0,71.42,78,0,85.81,100,69.83,78,86.8,86.9,1531,0.0,0,0.01,4.0,28.87,29.0,6.68,12.5,1532,1478,our_experiment,measured,bf16,aws,,batched,offline_batch,False,True,,,,Qwen/Qwen2.5-72B-Instruct,13.35,L40S,48,PCIe,864,362,Ada Lovelace,vllm 0.10.0,Qwen2ForCausalLM,72.71,"{""vocab_size"": 152064, ""max_position_embeddings"": 32768, ""hidden_size"": 8192, ""intermediate_size"": 29568, ""num_hidden_layers"": 80, ""num_attention_heads"": 64, ""use_sliding_window"": false, ""sliding_window"": null, ""max_window_layers"": 70, ""num_key_value_heads"": 8, ""hidden_act"": ""silu"", ""initializer_range"": 0.02, ""rms_norm_eps"": 1e-06, ""use_cache"": true, ""rope_theta"": 1000000.0, ""rope_scaling"": null, ""attention_dropout"": 0.0, ""layer_types"": [""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention""], ""return_dict"": true, ""output_hidden_states"": false, ""torchscript"": false, ""dtype"": ""bfloat16"", ""pruned_heads"": {}, ""tie_word_embeddings"": false, ""chunk_size_feed_forward"": 0, ""is_encoder_decoder"": false, ""is_decoder"": false, ""cross_attention_hidden_size"": null, ""add_cross_attention"": false, ""tie_encoder_decoder"": false, ""architectures"": [""Qwen2ForCausalLM""], ""finetuning_task"": null, ""id2label"": {""0"": ""LABEL_0"", ""1"": ""LABEL_1""}, ""label2id"": {""LABEL_0"": 0, ""LABEL_1"": 1}, ""task_specific_params"": null, ""problem_type"": null, ""tokenizer_class"": null, ""prefix"": null, ""bos_token_id"": 151643, ""pad_token_id"": null, ""eos_token_id"": 151645, ""sep_token_id"": null, ""decoder_start_token_id"": null, ""max_length"": 20, ""min_length"": 0, ""do_sample"": false, ""early_stopping"": false, ""num_beams"": 1, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 1.0, ""typical_p"": 1.0, ""repetition_penalty"": 1.0, ""length_penalty"": 1.0, ""no_repeat_ngram_size"": 0, ""encoder_no_repeat_ngram_size"": 0, ""bad_words_ids"": null, ""num_return_sequences"": 1, ""output_scores"": false, ""return_dict_in_generate"": false, ""forced_bos_token_id"": null, ""forced_eos_token_id"": null, ""remove_invalid_values"": false, ""exponential_decay_length_penalty"": null, ""suppress_tokens"": null, ""begin_suppress_tokens"": null, ""num_beam_groups"": 1, ""diversity_penalty"": 0.0, ""_name_or_path"": ""/models/Qwen/Qwen2.5-72B-Instruct"", ""transformers_version"": ""4.57.3"", ""model_type"": ""qwen2"", ""tf_legacy_loss"": false, ""use_bfloat16"": false, ""output_attentions"": false}",152064,False,,337.2,19.84,317.36,2.775925,256,256,8,42.15,128,128,128,128,2048,2048,2048,2048,0.0625,116,145.42,9.0887,False,238.58,8.0,47.5313,19.9147,2.0,False,1.6687,10.9974,186.912,11.6849,,1440.0,2484.0,4420.0,87.511,98.771,99.772,180000.0,234000.0,238800.0
4,3,128,128,Qwen/Qwen2.5-72B-Instruct,tp4_pp3_in128_out128,61.733,27648.0,27648.0,3.499,447.86,447.86,895.73,success,results/aws_g6e_L40S/tp4-pp3-3x_g6e_12xlarge-20260308_103112-success/timeseries_tp4_pp3_in128_out128.json,3x g6e.12xlarge,14.04,3,4,12,0.2408,229673.94,114836.97,114836.97,216,54,0,distributed,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.66,100,38.38,72,86.57,86.7,502,0.0,0,0.62,18.0,51.03,54.0,0.96,1.4,174,120,our_experiment,measured,bf16,aws,,batched,offline_batch,False,True,,,,Qwen/Qwen2.5-72B-Instruct,14.04,L40S,48,PCIe,864,362,Ada Lovelace,vllm 0.10.0,Qwen2ForCausalLM,72.71,"{""vocab_size"": 152064, ""max_position_embeddings"": 32768, ""hidden_size"": 8192, ""intermediate_size"": 29568, ""num_hidden_layers"": 80, ""num_attention_heads"": 64, ""use_sliding_window"": false, ""sliding_window"": null, ""max_window_layers"": 70, ""num_key_value_heads"": 8, ""hidden_act"": ""silu"", ""initializer_range"": 0.02, ""rms_norm_eps"": 1e-06, ""use_cache"": true, ""rope_theta"": 1000000.0, ""rope_scaling"": null, ""attention_dropout"": 0.0, ""layer_types"": [""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention""], ""return_dict"": true, ""output_hidden_states"": false, ""torchscript"": false, ""dtype"": ""bfloat16"", ""pruned_heads"": {}, ""tie_word_embeddings"": false, ""chunk_size_feed_forward"": 0, ""is_encoder_decoder"": false, ""is_decoder"": false, ""cross_attention_hidden_size"": null, ""add_cross_attention"": false, ""tie_encoder_decoder"": false, ""architectures"": [""Qwen2ForCausalLM""], ""finetuning_task"": null, ""id2label"": {""0"": ""LABEL_0"", ""1"": ""LABEL_1""}, ""label2id"": {""LABEL_0"": 0, ""LABEL_1"": 1}, ""task_specific_params"": null, ""problem_type"": null, ""tokenizer_class"": null, ""prefix"": null, ""bos_token_id"": 151643, ""pad_token_id"": null, ""eos_token_id"": 151645, ""sep_token_id"": null, ""decoder_start_token_id"": null, ""max_length"": 20, ""min_length"": 0, ""do_sample"": false, ""early_stopping"": false, ""num_beams"": 1, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 1.0, ""typical_p"": 1.0, ""repetition_penalty"": 1.0, ""length_penalty"": 1.0, ""no_repeat_ngram_size"": 0, ""encoder_no_repeat_ngram_size"": 0, ""bad_words_ids"": null, ""num_return_sequences"": 1, ""output_scores"": false, ""return_dict_in_generate"": false, ""forced_bos_token_id"": null, ""forced_eos_token_id"": null, ""remove_invalid_values"": false, ""exponential_decay_length_penalty"": null, ""suppress_tokens"": null, ""begin_suppress_tokens"": null, ""num_beam_groups"": 1, ""diversity_penalty"": 0.0, ""_name_or_path"": ""/models/Qwen/Qwen2.5-72B-Instruct"", ""transformers_version"": ""4.57.3"", ""model_type"": ""qwen2"", ""tf_legacy_loss"": false, ""use_bfloat16"": false, ""output_attentions"": false}",152064,False,,895.73,447.86,447.86,0.240759,256,256,12,74.6442,128,128,128,128,128,128,128,128,1.0,216,145.42,6.0592,False,430.58,8.0,47.5313,19.9147,2.0,True,1.17,4.354,8.7081,8.7081,,2545.455,4754.545,4950.909,87.784,99.289,177.854,17500.0,19750.0,19950.0
4,3,128,2048,Qwen/Qwen2.5-72B-Instruct,tp4_pp3_in128_out2048,840.335,27648.0,442368.0,0.257,32.9,526.42,559.32,success,results/aws_g6e_L40S/tp4-pp3-3x_g6e_12xlarge-20260308_103112-success/timeseries_tp4_pp3_in128_out2048.json,3x g6e.12xlarge,14.04,3,4,12,3.2773,143415.33,8436.2,134979.14,216,54,0,distributed,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.26,100,63.64,73,86.67,86.7,5137,0.0,0,0.05,19.0,53.77,54.0,6.29,11.7,1708,1656,our_experiment,measured,bf16,aws,,batched,offline_batch,False,True,,,,Qwen/Qwen2.5-72B-Instruct,14.04,L40S,48,PCIe,864,362,Ada Lovelace,vllm 0.10.0,Qwen2ForCausalLM,72.71,"{""vocab_size"": 152064, ""max_position_embeddings"": 32768, ""hidden_size"": 8192, ""intermediate_size"": 29568, ""num_hidden_layers"": 80, ""num_attention_heads"": 64, ""use_sliding_window"": false, ""sliding_window"": null, ""max_window_layers"": 70, ""num_key_value_heads"": 8, ""hidden_act"": ""silu"", ""initializer_range"": 0.02, ""rms_norm_eps"": 1e-06, ""use_cache"": true, ""rope_theta"": 1000000.0, ""rope_scaling"": null, ""attention_dropout"": 0.0, ""layer_types"": [""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention""], ""return_dict"": true, ""output_hidden_states"": false, ""torchscript"": false, ""dtype"": ""bfloat16"", ""pruned_heads"": {}, ""tie_word_embeddings"": false, ""chunk_size_feed_forward"": 0, ""is_encoder_decoder"": false, ""is_decoder"": false, ""cross_attention_hidden_size"": null, ""add_cross_attention"": false, ""tie_encoder_decoder"": false, ""architectures"": [""Qwen2ForCausalLM""], ""finetuning_task"": null, ""id2label"": {""0"": ""LABEL_0"", ""1"": ""LABEL_1""}, ""label2id"": {""LABEL_0"": 0, ""LABEL_1"": 1}, ""task_specific_params"": null, ""problem_type"": null, ""tokenizer_class"": null, ""prefix"": null, ""bos_token_id"": 151643, ""pad_token_id"": null, ""eos_token_id"": 151645, ""sep_token_id"": null, ""decoder_start_token_id"": null, ""max_length"": 20, ""min_length"": 0, ""do_sample"": false, ""early_stopping"": false, ""num_beams"": 1, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 1.0, ""typical_p"": 1.0, ""repetition_penalty"": 1.0, ""length_penalty"": 1.0, ""no_repeat_ngram_size"": 0, ""encoder_no_repeat_ngram_size"": 0, ""bad_words_ids"": null, ""num_return_sequences"": 1, ""output_scores"": false, ""return_dict_in_generate"": false, ""forced_bos_token_id"": null, ""forced_eos_token_id"": null, ""remove_invalid_values"": false, ""exponential_decay_length_penalty"": null, ""suppress_tokens"": null, ""begin_suppress_tokens"": null, ""num_beam_groups"": 1, ""diversity_penalty"": 0.0, ""_name_or_path"": ""/models/Qwen/Qwen2.5-72B-Instruct"", ""transformers_version"": ""4.57.3"", ""model_type"": ""qwen2"", ""tf_legacy_loss"": false, ""use_bfloat16"": false, ""output_attentions"": false}",152064,False,,559.32,32.9,526.42,3.277307,256,256,12,46.61,128,128,128,128,2048,2048,2048,2048,0.0625,216,145.42,6.0592,False,430.58,8.0,47.5313,19.9147,2.0,True,1.17,6.9728,118.541,7.4085,,2589.286,4758.929,4951.786,103.405,145.401,149.134,180000.0,234000.0,238800.0
