tp,pp,max_input_length,max_output_length,model,exp_id,elapsed_time,total_prompt_tokens,total_output_tokens,requests_per_sec,input_tokens_per_sec,output_tokens_per_sec,total_tokens_per_sec,status,timeseries_file,instance_type,price_per_hour,num_nodes,gpus_per_node,total_gpus,cost_for_run_usd,tokens_per_dollar,input_tokens_per_dollar,output_tokens_per_dollar,benchmark_num_requests,benchmark_target_concurrency,num_preemptions,gpu_monitor_type,gpu_monitor_num_nodes,gpu_monitor_num_nodes_reported,node0_gpu0_mem_gb_avg,node0_gpu0_mem_gb_max,node0_gpu0_mem_gb_min,node0_gpu0_mem_pct_avg,node0_gpu0_mem_pct_max,node0_gpu0_mem_pct_min,node0_gpu0_sm_pct_avg,node0_gpu0_sm_pct_max,node0_gpu0_sm_pct_min,node0_gpu0_membw_pct_avg,node0_gpu0_membw_pct_max,node0_gpu0_membw_pct_min,node0_gpu1_mem_gb_avg,node0_gpu1_mem_gb_max,node0_gpu1_mem_gb_min,node0_gpu1_mem_pct_avg,node0_gpu1_mem_pct_max,node0_gpu1_mem_pct_min,node0_gpu1_sm_pct_avg,node0_gpu1_sm_pct_max,node0_gpu1_sm_pct_min,node0_gpu1_membw_pct_avg,node0_gpu1_membw_pct_max,node0_gpu1_membw_pct_min,node0_gpu2_mem_gb_avg,node0_gpu2_mem_gb_max,node0_gpu2_mem_gb_min,node0_gpu2_mem_pct_avg,node0_gpu2_mem_pct_max,node0_gpu2_mem_pct_min,node0_gpu2_sm_pct_avg,node0_gpu2_sm_pct_max,node0_gpu2_sm_pct_min,node0_gpu2_membw_pct_avg,node0_gpu2_membw_pct_max,node0_gpu2_membw_pct_min,node0_gpu3_mem_gb_avg,node0_gpu3_mem_gb_max,node0_gpu3_mem_gb_min,node0_gpu3_mem_pct_avg,node0_gpu3_mem_pct_max,node0_gpu3_mem_pct_min,node0_gpu3_sm_pct_avg,node0_gpu3_sm_pct_max,node0_gpu3_sm_pct_min,node0_gpu3_membw_pct_avg,node0_gpu3_membw_pct_max,node0_gpu3_membw_pct_min,node1_gpu0_mem_gb_avg,node1_gpu0_mem_gb_max,node1_gpu0_mem_gb_min,node1_gpu0_mem_pct_avg,node1_gpu0_mem_pct_max,node1_gpu0_mem_pct_min,node1_gpu0_sm_pct_avg,node1_gpu0_sm_pct_max,node1_gpu0_sm_pct_min,node1_gpu0_membw_pct_avg,node1_gpu0_membw_pct_max,node1_gpu0_membw_pct_min,node1_gpu1_mem_gb_avg,node1_gpu1_mem_gb_max,node1_gpu1_mem_gb_min,node1_gpu1_mem_pct_avg,node1_gpu1_mem_pct_max,node1_gpu1_mem_pct_min,node1_gpu1_sm_pct_avg,node1_gpu1_sm_pct_max,node1_gpu1_sm_pct_min,node1_gpu1_membw_pct_avg,node1_gpu1_membw_pct_max,node1_gpu1_membw_pct_min,node1_gpu2_mem_gb_avg,node1_gpu2_mem_gb_max,node1_gpu2_mem_gb_min,node1_gpu2_mem_pct_avg,node1_gpu2_mem_pct_max,node1_gpu2_mem_pct_min,node1_gpu2_sm_pct_avg,node1_gpu2_sm_pct_max,node1_gpu2_sm_pct_min,node1_gpu2_membw_pct_avg,node1_gpu2_membw_pct_max,node1_gpu2_membw_pct_min,node1_gpu3_mem_gb_avg,node1_gpu3_mem_gb_max,node1_gpu3_mem_gb_min,node1_gpu3_mem_pct_avg,node1_gpu3_mem_pct_max,node1_gpu3_mem_pct_min,node1_gpu3_sm_pct_avg,node1_gpu3_sm_pct_max,node1_gpu3_sm_pct_min,node1_gpu3_membw_pct_avg,node1_gpu3_membw_pct_max,node1_gpu3_membw_pct_min,node2_gpu0_mem_gb_avg,node2_gpu0_mem_gb_max,node2_gpu0_mem_gb_min,node2_gpu0_mem_pct_avg,node2_gpu0_mem_pct_max,node2_gpu0_mem_pct_min,node2_gpu0_sm_pct_avg,node2_gpu0_sm_pct_max,node2_gpu0_sm_pct_min,node2_gpu0_membw_pct_avg,node2_gpu0_membw_pct_max,node2_gpu0_membw_pct_min,node2_gpu1_mem_gb_avg,node2_gpu1_mem_gb_max,node2_gpu1_mem_gb_min,node2_gpu1_mem_pct_avg,node2_gpu1_mem_pct_max,node2_gpu1_mem_pct_min,node2_gpu1_sm_pct_avg,node2_gpu1_sm_pct_max,node2_gpu1_sm_pct_min,node2_gpu1_membw_pct_avg,node2_gpu1_membw_pct_max,node2_gpu1_membw_pct_min,node2_gpu2_mem_gb_avg,node2_gpu2_mem_gb_max,node2_gpu2_mem_gb_min,node2_gpu2_mem_pct_avg,node2_gpu2_mem_pct_max,node2_gpu2_mem_pct_min,node2_gpu2_sm_pct_avg,node2_gpu2_sm_pct_max,node2_gpu2_sm_pct_min,node2_gpu2_membw_pct_avg,node2_gpu2_membw_pct_max,node2_gpu2_membw_pct_min,node2_gpu3_mem_gb_avg,node2_gpu3_mem_gb_max,node2_gpu3_mem_gb_min,node2_gpu3_mem_pct_avg,node2_gpu3_mem_pct_max,node2_gpu3_mem_pct_min,node2_gpu3_sm_pct_avg,node2_gpu3_sm_pct_max,node2_gpu3_sm_pct_min,node2_gpu3_membw_pct_avg,node2_gpu3_membw_pct_max,node2_gpu3_membw_pct_min,avg_sm_util_pct,max_sm_util_pct,avg_mem_bw_util_pct,max_mem_bw_util_pct,avg_mem_util_pct,max_mem_util_pct,gpu_samples,num_nodes_monitored,swapped_avg,swapped_max,waiting_avg,waiting_max,running_avg,running_max,kv_cache_util_pct_avg,kv_cache_util_pct_max,scheduler_samples,scheduler_active_samples,data_source,data_source_type,precision,cloud,region,task_type,request_pattern,is_lmcache,is_continuous_batching,kv_offload_target,cuda_graphs,spec_decode,model_name,price_per_instance_hour_usd,gpu_model,gpu_mem_gb,interconnect,gpu_bandwidth_gbps,gpu_tflops_fp16,gpu_generation,runtime_stack,model_architecture,params_billion,model_config_json,vocab_size,is_moe,num_experts_active,tokens_per_sec_total,tokens_per_sec_prefill,tokens_per_sec_decode,total_cost_usd,max_num_seqs,batch_size,gpu_count_total,tokens_per_sec_per_gpu,input_len_tokens_min,input_len_tokens_max,input_len_tokens_avg,input_len_tokens_fixed,output_len_tokens_min,output_len_tokens_max,output_len_tokens_avg,output_len_tokens_fixed,prefill_decode_ratio,num_requests,model_size_gb,params_per_gpu,model_fits_single_gpu,vram_headroom_gb,attention_heads_per_kv_head,bandwidth_per_param,flops_per_param,kv_heads_per_tp,crosses_node_boundary,price_per_gpu_hour_usd,cost_per_1m_tokens_total_usd,cost_per_1m_tokens_prefill_usd,cost_per_1m_tokens_decode_usd,dp,ttft_ms_p50,ttft_ms_p95,ttft_ms_p99,tpot_ms_p50,tpot_ms_p95,tpot_ms_p99,e2e_ms_p50,e2e_ms_p95,e2e_ms_p99,node3_gpu0_mem_gb_avg,node3_gpu0_mem_gb_max,node3_gpu0_mem_gb_min,node3_gpu0_mem_pct_avg,node3_gpu0_mem_pct_max,node3_gpu0_mem_pct_min,node3_gpu0_sm_pct_avg,node3_gpu0_sm_pct_max,node3_gpu0_sm_pct_min,node3_gpu0_membw_pct_avg,node3_gpu0_membw_pct_max,node3_gpu0_membw_pct_min,node3_gpu1_mem_gb_avg,node3_gpu1_mem_gb_max,node3_gpu1_mem_gb_min,node3_gpu1_mem_pct_avg,node3_gpu1_mem_pct_max,node3_gpu1_mem_pct_min,node3_gpu1_sm_pct_avg,node3_gpu1_sm_pct_max,node3_gpu1_sm_pct_min,node3_gpu1_membw_pct_avg,node3_gpu1_membw_pct_max,node3_gpu1_membw_pct_min,node3_gpu2_mem_gb_avg,node3_gpu2_mem_gb_max,node3_gpu2_mem_gb_min,node3_gpu2_mem_pct_avg,node3_gpu2_mem_pct_max,node3_gpu2_mem_pct_min,node3_gpu2_sm_pct_avg,node3_gpu2_sm_pct_max,node3_gpu2_sm_pct_min,node3_gpu2_membw_pct_avg,node3_gpu2_membw_pct_max,node3_gpu2_membw_pct_min,node3_gpu3_mem_gb_avg,node3_gpu3_mem_gb_max,node3_gpu3_mem_gb_min,node3_gpu3_mem_pct_avg,node3_gpu3_mem_pct_max,node3_gpu3_mem_pct_min,node3_gpu3_sm_pct_avg,node3_gpu3_sm_pct_max,node3_gpu3_sm_pct_min,node3_gpu3_membw_pct_avg,node3_gpu3_membw_pct_max,node3_gpu3_membw_pct_min,gpu0_mem_gb_avg,gpu0_mem_gb_max,gpu0_mem_gb_min,gpu0_mem_pct_avg,gpu0_mem_pct_max,gpu0_mem_pct_min,gpu0_sm_pct_avg,gpu0_sm_pct_max,gpu0_sm_pct_min,gpu0_membw_pct_avg,gpu0_membw_pct_max,gpu0_membw_pct_min,gpu1_mem_gb_avg,gpu1_mem_gb_max,gpu1_mem_gb_min,gpu1_mem_pct_avg,gpu1_mem_pct_max,gpu1_mem_pct_min,gpu1_sm_pct_avg,gpu1_sm_pct_max,gpu1_sm_pct_min,gpu1_membw_pct_avg,gpu1_membw_pct_max,gpu1_membw_pct_min,gpu2_mem_gb_avg,gpu2_mem_gb_max,gpu2_mem_gb_min,gpu2_mem_pct_avg,gpu2_mem_pct_max,gpu2_mem_pct_min,gpu2_sm_pct_avg,gpu2_sm_pct_max,gpu2_sm_pct_min,gpu2_membw_pct_avg,gpu2_membw_pct_max,gpu2_membw_pct_min,gpu3_mem_gb_avg,gpu3_mem_gb_max,gpu3_mem_gb_min,gpu3_mem_pct_avg,gpu3_mem_pct_max,gpu3_mem_pct_min,gpu3_sm_pct_avg,gpu3_sm_pct_max,gpu3_sm_pct_min,gpu3_membw_pct_avg,gpu3_membw_pct_max,gpu3_membw_pct_min,gpu4_mem_gb_avg,gpu4_mem_gb_max,gpu4_mem_gb_min,gpu4_mem_pct_avg,gpu4_mem_pct_max,gpu4_mem_pct_min,gpu4_sm_pct_avg,gpu4_sm_pct_max,gpu4_sm_pct_min,gpu4_membw_pct_avg,gpu4_membw_pct_max,gpu4_membw_pct_min,gpu5_mem_gb_avg,gpu5_mem_gb_max,gpu5_mem_gb_min,gpu5_mem_pct_avg,gpu5_mem_pct_max,gpu5_mem_pct_min,gpu5_sm_pct_avg,gpu5_sm_pct_max,gpu5_sm_pct_min,gpu5_membw_pct_avg,gpu5_membw_pct_max,gpu5_membw_pct_min,gpu6_mem_gb_avg,gpu6_mem_gb_max,gpu6_mem_gb_min,gpu6_mem_pct_avg,gpu6_mem_pct_max,gpu6_mem_pct_min,gpu6_sm_pct_avg,gpu6_sm_pct_max,gpu6_sm_pct_min,gpu6_membw_pct_avg,gpu6_membw_pct_max,gpu6_membw_pct_min,gpu7_mem_gb_avg,gpu7_mem_gb_max,gpu7_mem_gb_min,gpu7_mem_pct_avg,gpu7_mem_pct_max,gpu7_mem_pct_min,gpu7_sm_pct_avg,gpu7_sm_pct_max,gpu7_sm_pct_min,gpu7_membw_pct_avg,gpu7_membw_pct_max,gpu7_membw_pct_min,node0_gpu4_mem_gb_avg,node0_gpu4_mem_gb_max,node0_gpu4_mem_gb_min,node0_gpu4_mem_pct_avg,node0_gpu4_mem_pct_max,node0_gpu4_mem_pct_min,node0_gpu4_sm_pct_avg,node0_gpu4_sm_pct_max,node0_gpu4_sm_pct_min,node0_gpu4_membw_pct_avg,node0_gpu4_membw_pct_max,node0_gpu4_membw_pct_min,node0_gpu5_mem_gb_avg,node0_gpu5_mem_gb_max,node0_gpu5_mem_gb_min,node0_gpu5_mem_pct_avg,node0_gpu5_mem_pct_max,node0_gpu5_mem_pct_min,node0_gpu5_sm_pct_avg,node0_gpu5_sm_pct_max,node0_gpu5_sm_pct_min,node0_gpu5_membw_pct_avg,node0_gpu5_membw_pct_max,node0_gpu5_membw_pct_min,node0_gpu6_mem_gb_avg,node0_gpu6_mem_gb_max,node0_gpu6_mem_gb_min,node0_gpu6_mem_pct_avg,node0_gpu6_mem_pct_max,node0_gpu6_mem_pct_min,node0_gpu6_sm_pct_avg,node0_gpu6_sm_pct_max,node0_gpu6_sm_pct_min,node0_gpu6_membw_pct_avg,node0_gpu6_membw_pct_max,node0_gpu6_membw_pct_min,node0_gpu7_mem_gb_avg,node0_gpu7_mem_gb_max,node0_gpu7_mem_gb_min,node0_gpu7_mem_pct_avg,node0_gpu7_mem_pct_max,node0_gpu7_mem_pct_min,node0_gpu7_sm_pct_avg,node0_gpu7_sm_pct_max,node0_gpu7_sm_pct_min,node0_gpu7_membw_pct_avg,node0_gpu7_membw_pct_max,node0_gpu7_membw_pct_min,node1_gpu4_mem_gb_avg,node1_gpu4_mem_gb_max,node1_gpu4_mem_gb_min,node1_gpu4_mem_pct_avg,node1_gpu4_mem_pct_max,node1_gpu4_mem_pct_min,node1_gpu4_sm_pct_avg,node1_gpu4_sm_pct_max,node1_gpu4_sm_pct_min,node1_gpu4_membw_pct_avg,node1_gpu4_membw_pct_max,node1_gpu4_membw_pct_min,node1_gpu5_mem_gb_avg,node1_gpu5_mem_gb_max,node1_gpu5_mem_gb_min,node1_gpu5_mem_pct_avg,node1_gpu5_mem_pct_max,node1_gpu5_mem_pct_min,node1_gpu5_sm_pct_avg,node1_gpu5_sm_pct_max,node1_gpu5_sm_pct_min,node1_gpu5_membw_pct_avg,node1_gpu5_membw_pct_max,node1_gpu5_membw_pct_min,node1_gpu6_mem_gb_avg,node1_gpu6_mem_gb_max,node1_gpu6_mem_gb_min,node1_gpu6_mem_pct_avg,node1_gpu6_mem_pct_max,node1_gpu6_mem_pct_min,node1_gpu6_sm_pct_avg,node1_gpu6_sm_pct_max,node1_gpu6_sm_pct_min,node1_gpu6_membw_pct_avg,node1_gpu6_membw_pct_max,node1_gpu6_membw_pct_min,node1_gpu7_mem_gb_avg,node1_gpu7_mem_gb_max,node1_gpu7_mem_gb_min,node1_gpu7_mem_pct_avg,node1_gpu7_mem_pct_max,node1_gpu7_mem_pct_min,node1_gpu7_sm_pct_avg,node1_gpu7_sm_pct_max,node1_gpu7_sm_pct_min,node1_gpu7_membw_pct_avg,node1_gpu7_membw_pct_max,node1_gpu7_membw_pct_min,node2_gpu4_mem_gb_avg,node2_gpu4_mem_gb_max,node2_gpu4_mem_gb_min,node2_gpu4_mem_pct_avg,node2_gpu4_mem_pct_max,node2_gpu4_mem_pct_min,node2_gpu4_sm_pct_avg,node2_gpu4_sm_pct_max,node2_gpu4_sm_pct_min,node2_gpu4_membw_pct_avg,node2_gpu4_membw_pct_max,node2_gpu4_membw_pct_min,node2_gpu5_mem_gb_avg,node2_gpu5_mem_gb_max,node2_gpu5_mem_gb_min,node2_gpu5_mem_pct_avg,node2_gpu5_mem_pct_max,node2_gpu5_mem_pct_min,node2_gpu5_sm_pct_avg,node2_gpu5_sm_pct_max,node2_gpu5_sm_pct_min,node2_gpu5_membw_pct_avg,node2_gpu5_membw_pct_max,node2_gpu5_membw_pct_min,node2_gpu6_mem_gb_avg,node2_gpu6_mem_gb_max,node2_gpu6_mem_gb_min,node2_gpu6_mem_pct_avg,node2_gpu6_mem_pct_max,node2_gpu6_mem_pct_min,node2_gpu6_sm_pct_avg,node2_gpu6_sm_pct_max,node2_gpu6_sm_pct_min,node2_gpu6_membw_pct_avg,node2_gpu6_membw_pct_max,node2_gpu6_membw_pct_min,node2_gpu7_mem_gb_avg,node2_gpu7_mem_gb_max,node2_gpu7_mem_gb_min,node2_gpu7_mem_pct_avg,node2_gpu7_mem_pct_max,node2_gpu7_mem_pct_min,node2_gpu7_sm_pct_avg,node2_gpu7_sm_pct_max,node2_gpu7_sm_pct_min,node2_gpu7_membw_pct_avg,node2_gpu7_membw_pct_max,node2_gpu7_membw_pct_min
4,3,128,128,Qwen/Qwen3-32B,tp4_pp3_in128_out128,42.5,44544.0,44544.0,8.188,1048.09,1048.09,2096.19,success,results/aws_g6e_L40S/tp4-pp3-3x_g6e_12xlarge-20260308_103110-success/timeseries_tp4_pp3_in128_out128.json,3x g6e.12xlarge,14.04,3,4,12,0.1657,537484.16,268742.08,268742.08,348,87,0,distributed,3,3,38.87,38.93,38.77,86.38,86.5,86.2,43.72,100,0,20.9,46,0,38.87,38.93,38.77,86.38,86.5,86.2,43.69,100,0,20.96,46,0,38.87,38.93,38.77,86.38,86.5,86.2,43.2,100,0,20.88,46,0,38.87,38.93,38.77,86.38,86.5,86.2,43.41,100,0,20.94,46,0,39.04,39.04,39.04,86.8,86.8,86.8,52.82,100,0,24.36,54,0,39.04,39.04,39.04,86.8,86.8,86.8,52.86,100,0,24.47,53,0,39.04,39.04,39.04,86.8,86.8,86.8,52.73,100,0,24.22,54,0,39.04,39.04,39.04,86.8,86.8,86.8,52.76,100,0,24.7,54,0,38.92,38.99,38.8,86.5,86.7,86.2,51.82,100,0,22.0,48,0,38.92,38.99,38.8,86.5,86.7,86.2,51.85,100,0,21.71,48,0,38.92,38.99,38.8,86.5,86.7,86.2,50.86,100,0,21.9,48,0,38.92,38.99,38.8,86.5,86.7,86.2,51.04,100,0,21.63,47,0,49.23,100,22.39,54,86.56,86.8,385,3,0.0,0,0.71,38.0,80.63,87.0,1.0,1.4,139,83,our_experiment,measured,bf16,aws,,batched,offline_batch,False,True,,,,Qwen/Qwen3-32B,14.04,L40S,48,PCIe,864,362,Ada Lovelace,vllm 0.10.0,Qwen3ForCausalLM,32.76,"{""vocab_size"": 151936, ""max_position_embeddings"": 40960, ""hidden_size"": 5120, ""intermediate_size"": 25600, ""num_hidden_layers"": 64, ""num_attention_heads"": 64, ""use_sliding_window"": false, ""sliding_window"": null, ""max_window_layers"": 64, ""num_key_value_heads"": 8, ""head_dim"": 128, ""hidden_act"": ""silu"", ""initializer_range"": 0.02, ""rms_norm_eps"": 1e-06, ""use_cache"": true, ""rope_theta"": 1000000, ""rope_scaling"": null, ""attention_bias"": false, ""attention_dropout"": 0.0, ""layer_types"": [""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention""], ""return_dict"": true, ""output_hidden_states"": false, ""torchscript"": false, ""dtype"": ""bfloat16"", ""pruned_heads"": {}, ""tie_word_embeddings"": false, ""chunk_size_feed_forward"": 0, ""is_encoder_decoder"": false, ""is_decoder"": false, ""cross_attention_hidden_size"": null, ""add_cross_attention"": false, ""tie_encoder_decoder"": false, ""architectures"": [""Qwen3ForCausalLM""], ""finetuning_task"": null, ""id2label"": {""0"": ""LABEL_0"", ""1"": ""LABEL_1""}, ""label2id"": {""LABEL_0"": 0, ""LABEL_1"": 1}, ""task_specific_params"": null, ""problem_type"": null, ""tokenizer_class"": null, ""prefix"": null, ""bos_token_id"": 151643, ""pad_token_id"": null, ""eos_token_id"": 151645, ""sep_token_id"": null, ""decoder_start_token_id"": null, ""max_length"": 20, ""min_length"": 0, ""do_sample"": false, ""early_stopping"": false, ""num_beams"": 1, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 1.0, ""typical_p"": 1.0, ""repetition_penalty"": 1.0, ""length_penalty"": 1.0, ""no_repeat_ngram_size"": 0, ""encoder_no_repeat_ngram_size"": 0, ""bad_words_ids"": null, ""num_return_sequences"": 1, ""output_scores"": false, ""return_dict_in_generate"": false, ""forced_bos_token_id"": null, ""forced_eos_token_id"": null, ""remove_invalid_values"": false, ""exponential_decay_length_penalty"": null, ""suppress_tokens"": null, ""begin_suppress_tokens"": null, ""num_beam_groups"": 1, ""diversity_penalty"": 0.0, ""_name_or_path"": ""/models/Qwen/Qwen3-32B"", ""transformers_version"": ""4.57.3"", ""model_type"": ""qwen3"", ""tf_legacy_loss"": false, ""use_bfloat16"": false, ""output_attentions"": false}",151936,False,,2096.19,1048.09,1048.09,0.16575,256,256,12,174.6825,128,128,128,128,128,128,128,128,1.0,348,65.52,2.73,False,510.48,8.0,105.4945,44.2002,2.0,True,1.17,1.8605,3.7211,3.7211,,1642.123,2446.575,3757.143,62.739,74.204,401.705,12229.299,14722.93,14944.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,128,2048,Qwen/Qwen3-32B,tp4_pp3_in128_out2048,584.62,44544.0,712704.0,0.595,76.19,1219.09,1295.28,success,results/aws_g6e_L40S/tp4-pp3-3x_g6e_12xlarge-20260308_103110-success/timeseries_tp4_pp3_in128_out2048.json,3x g6e.12xlarge,14.04,3,4,12,2.28,332123.69,19536.69,312587.01,348,87,0,distributed,3,3,38.93,38.93,38.93,86.5,86.5,86.5,66.5,100,0,41.3,46,0,38.93,38.93,38.93,86.5,86.5,86.5,65.83,100,0,41.34,47,0,38.93,38.93,38.93,86.5,86.5,86.5,65.88,100,0,41.33,47,0,38.93,38.93,38.93,86.5,86.5,86.5,66.26,100,0,41.34,46,0,39.04,39.04,39.04,86.8,86.8,86.8,78.92,100,0,48.24,54,0,39.04,39.04,39.04,86.8,86.8,86.8,79.45,100,0,48.29,54,0,39.04,39.04,39.04,86.8,86.8,86.8,78.8,100,0,48.28,54,0,39.04,39.04,39.04,86.8,86.8,86.8,78.86,100,0,48.28,54,0,38.99,38.99,38.99,86.7,86.7,86.7,79.47,100,0,43.3,49,0,38.99,38.99,38.99,86.7,86.7,86.7,78.87,100,0,43.26,49,0,38.99,38.99,38.99,86.7,86.7,86.7,78.59,100,0,43.32,49,0,38.99,38.99,38.99,86.7,86.7,86.7,79.53,100,0,43.28,49,0,74.75,100,44.29,54,86.67,86.8,3558,3,0.0,0,0.02,22.0,86.51,87.0,6.66,12.2,1207,1152,our_experiment,measured,bf16,aws,,batched,offline_batch,False,True,,,,Qwen/Qwen3-32B,14.04,L40S,48,PCIe,864,362,Ada Lovelace,vllm 0.10.0,Qwen3ForCausalLM,32.76,"{""vocab_size"": 151936, ""max_position_embeddings"": 40960, ""hidden_size"": 5120, ""intermediate_size"": 25600, ""num_hidden_layers"": 64, ""num_attention_heads"": 64, ""use_sliding_window"": false, ""sliding_window"": null, ""max_window_layers"": 64, ""num_key_value_heads"": 8, ""head_dim"": 128, ""hidden_act"": ""silu"", ""initializer_range"": 0.02, ""rms_norm_eps"": 1e-06, ""use_cache"": true, ""rope_theta"": 1000000, ""rope_scaling"": null, ""attention_bias"": false, ""attention_dropout"": 0.0, ""layer_types"": [""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention""], ""return_dict"": true, ""output_hidden_states"": false, ""torchscript"": false, ""dtype"": ""bfloat16"", ""pruned_heads"": {}, ""tie_word_embeddings"": false, ""chunk_size_feed_forward"": 0, ""is_encoder_decoder"": false, ""is_decoder"": false, ""cross_attention_hidden_size"": null, ""add_cross_attention"": false, ""tie_encoder_decoder"": false, ""architectures"": [""Qwen3ForCausalLM""], ""finetuning_task"": null, ""id2label"": {""0"": ""LABEL_0"", ""1"": ""LABEL_1""}, ""label2id"": {""LABEL_0"": 0, ""LABEL_1"": 1}, ""task_specific_params"": null, ""problem_type"": null, ""tokenizer_class"": null, ""prefix"": null, ""bos_token_id"": 151643, ""pad_token_id"": null, ""eos_token_id"": 151645, ""sep_token_id"": null, ""decoder_start_token_id"": null, ""max_length"": 20, ""min_length"": 0, ""do_sample"": false, ""early_stopping"": false, ""num_beams"": 1, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 1.0, ""typical_p"": 1.0, ""repetition_penalty"": 1.0, ""length_penalty"": 1.0, ""no_repeat_ngram_size"": 0, ""encoder_no_repeat_ngram_size"": 0, ""bad_words_ids"": null, ""num_return_sequences"": 1, ""output_scores"": false, ""return_dict_in_generate"": false, ""forced_bos_token_id"": null, ""forced_eos_token_id"": null, ""remove_invalid_values"": false, ""exponential_decay_length_penalty"": null, ""suppress_tokens"": null, ""begin_suppress_tokens"": null, ""num_beam_groups"": 1, ""diversity_penalty"": 0.0, ""_name_or_path"": ""/models/Qwen/Qwen3-32B"", ""transformers_version"": ""4.57.3"", ""model_type"": ""qwen3"", ""tf_legacy_loss"": false, ""use_bfloat16"": false, ""output_attentions"": false}",151936,False,,1295.28,76.19,1219.09,2.280018,256,256,12,107.94,128,128,128,128,2048,2048,2048,2048,0.0625,348,65.52,2.73,False,510.48,8.0,105.4945,44.2002,2.0,True,1.17,3.0109,51.1878,3.1991,,1756.677,2453.709,3757.143,65.814,94.129,98.924,180000.0,234000.0,238800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
